Time,Type,OrderID,Size,Price,Direction
34203.033560,1,1318,170,1845985,-1
34203.033709,1,1319,270,1845645,1
34203.034387,1,1320,100,1845716,-1
34203.035591,1,1321,130,1846343,-1
34203.035710,1,1322,210,1846405,-1
34203.038838,1,1323,310,1846184,1
34203.042747,1,1324,360,1845815,1
34203.046192,1,1325,130,1845775,1
34203.048569,1,1326,210,1845553,1
34203.052241,1,1327,120,1845901,-1
34203.052846,1,1328,110,1846387,-1
34203.055372,1,1329,80,1845721,1
34203.058413,1,1330,20,1845967,1
34203.061641,1,1331,360,1846385,-1
34203.064101,1,1332,100,1845669,1
34203.067362,1,1333,80,1845654,1
34203.070449,1,1334,380,1845595,1
34203.071425,1,1335,360,1846138,-1
34203.073946,1,1336,270,1846079,1
34203.076351,1,1337,40,1845993,1
34203.076635,1,1338,220,1845735,-1
34203.077040,1,1339,270,1846328,-1
34203.078762,3,1315,128,1845861,1
34203.080807,1,1340,380,1845622,-1
34203.081797,1,1341,130,1845881,1
34203.082941,1,1342,350,1845488,1
34203.084583,1,1343,320,1845633,-1
34203.084786,1,1344,280,1845850,1
34203.087364,3,920,127,1845748,-1
34203.088435,1,1345,280,1845705,-1
34203.090727,1,1346,230,1845947,1
34203.091823,1,1347,90,1845639,-1
34203.093034,1,1348,80,1845995,1
34203.095504,1,1349,190,1845972,1
34203.096664,3,1188,188,1845982,-1
34203.096687,1,1350,120,1846123,1
34203.097105,3,1017,174,1846017,-1
34203.099766,1,1351,220,1846112,-1
34203.102069,1,1352,330,1846387,-1
34203.104001,1,1353,120,1846223,-1
34203.105305,1,1354,380,1845944,1
34203.107025,1,1355,220,1846161,-1
34203.109055,1,1356,200,1846099,1
34203.111628,1,1357,40,1846412,-1
34203.114577,1,1358,130,1845931,1
34203.115408,3,1080,121,1846254,1
34203.118328,3,1028,192,1846260,1
34203.121216,1,1359,350,1846189,-1
34203.122252,1,1360,170,1846447,1
34203.123871,1,1361,340,1846299,-1
34203.125069,3,1087,139,1846404,-1
34203.128230,1,1362,100,1846424,-1
34203.129374,1,1363,350,1846099,1
34203.132613,1,1364,110,1846139,1
34203.134989,1,1365,140,1846630,-1
34203.138719,1,1366,300,1846468,-1
34203.140603,1,1367,70,1846312,1
34203.140644,1,1368,270,1846326,1
34203.144004,1,1369,350,1846387,-1
34203.146265,1,1370,200,1846850,-1
34203.147005,1,1371,140,1846623,1
34203.147604,1,1372,380,1846645,1
34203.147926,3,1361,90,1846520,1
34203.151358,1,1373,340,1846524,1
34203.155229,1,1374,140,1846117,1
34203.156164,1,1375,270,1846776,-1
34203.156756,1,1376,70,1846848,-1
34203.159528,1,1377,110,1846248,1
34203.160404,1,1378,190,1846294,1
34203.160946,1,1379,220,1846470,1
34203.161818,1,1380,340,1846074,1
34203.162975,1,1381,280,1846321,1
34203.166272,1,1382,230,1846212,1
34203.167096,1,1383,10,1846450,1
34203.168632,1,1384,180,1846878,-1
34203.170756,1,1385,220,1846923,1
34203.172708,1,1386,20,1846386,1
34203.176083,1,1387,20,1846333,1
34203.179325,1,1388,220,1847030,-1
34203.181026,1,1389,70,1846844,-1
34203.183366,1,1390,40,1846365,1
34203.185562,1,1391,330,1846748,-1
34203.189161,1,1392,220,1846803,1
34203.193025,1,1393,60,1846749,-1
34203.196760,1,1394,40,1847004,-1
34203.199551,1,1395,230,1846583,1
34203.201921,1,1396,240,1846805,-1
34203.205504,1,1397,140,1846716,-1
34203.206250,3,1144,55,1846932,-1
34203.207735,1,1398,70,1846971,1
34203.209524,1,1399,150,1847151,-1
34203.211935,3,1271,90,1846849,-1
34203.213429,1,1400,100,1847176,-1
34203.213647,1,1401,390,1846545,1
34203.216348,1,1402,50,1846573,1
34203.217139,1,1403,350,1847205,-1
34203.220616,1,1404,270,1846895,-1
34203.224169,1,1405,150,1846889,1
34203.227457,1,1406,80,1846639,-1
34203.228859,3,1156,60,1846699,1
34203.230967,3,1299,74,1846683,-1
34203.234763,1,1407,60,1846673,1
34203.236922,1,1408,140,1847207,-1
34203.239425,1,1409,90,1846439,1
34203.239663,1,1410,260,1846668,-1
34203.241339,3,1134,145,1846792,1
34203.244802,3,1232,113,1846825,-1
34203.246048,3,1345,27,1846784,-1
34203.249087,1,1411,170,1846880,1
34203.251766,1,1412,230,1846490,1
34203.253184,1,1413,210,1846752,1
34203.253473,1,1414,390,1846575,-1
34203.255876,1,1415,250,1846776,1
34203.258587,1,1416,30,1846544,-1
34203.258762,1,1417,300,1846506,1
34203.259209,1,1418,210,1847021,-1
34203.259300,1,1419,360,1846703,-1
34203.261657,3,1386,170,1846581,-1
34203.264804,1,1420,310,1846350,-1
34203.267149,1,1421,290,1846483,1
34203.269063,1,1422,350,1846446,1
34203.272904,3,998,125,1846635,1
34203.273921,1,1423,90,1846691,1
34203.276846,3,1332,148,1846545,-1
34203.279998,1,1424,390,1846439,1
34203.280693,1,1425,180,1846249,1
34203.284315,1,1426,90,1846710,1
34203.288298,1,1427,360,1846342,1
34203.289798,1,1428,390,1846463,1
34203.290180,1,1429,20,1846693,1
34203.291728,1,1430,120,1846360,1
34203.292858,1,1431,110,1846774,-1
34203.295531,1,1432,80,1846562,1
34203.297099,1,1433,250,1846378,1
34203.299583,1,1434,240,1846483,1
34203.300667,1,1435,380,1846020,1
34203.302592,1,1436,270,1845856,1
34203.305697,1,1437,160,1846576,-1
34203.308571,1,1438,210,1845811,1
34203.308613,1,1439,130,1846240,1
34203.311207,1,1440,70,1845820,1
34203.314817,1,1441,70,1845785,1
34203.317353,1,1442,340,1846102,1
34203.320229,1,1443,290,1846114,1
34203.323587,1,1444,330,1846035,1
34203.326711,1,1445,110,1846034,1
34203.330199,1,1446,260,1846088,1
34203.332470,1,1447,340,1846417,1
34203.334580,1,1448,30,1846226,1
34203.336760,3,1382,106,1846299,-1
34203.340670,1,1449,110,1846597,-1
34203.344333,3,1352,20,1846387,1
34203.347721,3,1314,141,1846424,1
34203.351553,1,1450,150,1846468,1
34203.353857,1,1451,200,1846215,-1
34203.355418,1,1452,300,1846035,1
34203.355632,1,1453,280,1846108,1
34203.355872,1,1454,250,1846345,1
34203.358296,1,1455,90,1846504,-1
34203.361664,1,1456,60,1846140,-1
34203.362631,3,1444,85,1846338,-1
34203.364822,1,1457,360,1846420,-1
34203.365420,1,1458,330,1846065,1
34203.368680,1,1459,280,1846081,-1
34203.372093,1,1460,30,1846570,-1
34203.373119,1,1461,50,1846069,-1
34203.376708,1,1462,300,1845841,1
34203.380197,1,1463,150,1846355,1
34203.383796,1,1464,290,1846669,-1
34203.386535,1,1465,70,1846429,-1
34203.390137,1,1466,250,1846163,-1
34203.390699,1,1467,300,1846076,1
34203.393497,1,1468,360,1846145,1
34203.394742,1,1469,160,1846392,1
34203.397996,1,1470,190,1846165,-1
34203.401605,1,1471,200,1846146,1
34203.404759,1,1472,30,1846413,1
34203.406970,1,1473,220,1846097,1
34203.409983,1,1474,160,1846118,1
34203.410627,1,1475,290,1846139,-1
34203.413559,1,1476,20,1846604,-1
34203.415418,3,1064,136,1846202,1
34203.415611,1,1477,20,1846109,-1
34203.416084,1,1478,10,1846252,-1
34203.417691,1,1479,290,1845944,1
34203.420220,1,1480,390,1846631,-1
34203.423300,1,1481,120,1846596,-1
34203.423939,1,1482,60,1846157,-1
34203.425122,1,1483,330,1845958,1
34203.428316,1,1484,340,1846375,-1
34203.429214,1,1485,140,1846613,-1
34203.433182,1,1486,330,1846633,-1
34203.434388,1,1487,60,1846446,-1
34203.436128,1,1488,230,1845708,1
34203.438389,1,1489,20,1846570,-1
34203.442302,1,1490,80,1846074,1
34203.442732,1,1491,390,1845937,1
34203.443470,1,1492,200,1845853,1
34203.446011,1,1493,220,1845610,1
34203.447526,1,1494,130,1845855,1
34203.450584,1,1495,350,1846266,-1
34203.451941,1,1496,380,1846475,-1
34203.454862,3,1124,76,1845988,1
34203.455335,1,1497,200,1845714,1
34203.458718,1,1498,210,1846402,-1
34203.461013,1,1499,360,1846331,1
34203.461599,1,1500,220,1846097,1
34203.462442,1,1501,130,1846357,1
34203.464126,1,1502,90,1845913,1
34203.466167,1,1503,60,1846091,1
34203.466177,1,1504,110,1846437,-1
34203.467663,1,1505,110,1846629,-1
34203.467936,1,1506,220,1846161,-1
34203.470336,1,1507,100,1845992,-1
34203.471010,1,1508,200,1846329,-1
34203.473987,3,1186,108,1846069,-1
34203.477148,1,1509,250,1846108,-1
34203.479603,1,1510,180,1846029,-1
34203.481006,1,1511,290,1845613,1
34203.482064,3,1089,174,1845939,1
34203.483235,1,1512,200,1845666,-1
34203.484402,1,1513,400,1845948,1
34203.485148,1,1514,180,1845773,-1
34203.487401,3,1363,178,1845962,-1
34203.489976,1,1515,280,1845821,-1
34203.491098,1,1516,330,1845746,1
34203.494866,1,1517,110,1846134,-1
34203.497586,1,1518,250,1845582,1
34203.499295,1,1519,370,1846161,-1
34203.502329,1,1520,130,1846280,-1
34203.506125,1,1521,170,1845711,1
34203.507681,1,1522,220,1846419,-1
34203.508029,1,1523,200,1846111,1
34203.508623,1,1524,400,1845799,-1
34203.509409,1,1525,260,1845549,1
34203.510965,1,1526,20,1846282,-1
34203.513877,1,1527,260,1846033,1
34203.516046,1,1528,120,1845857,1
34203.519554,1,1529,50,1845498,1
34203.519879,1,1530,260,1846131,1
34203.523195,1,1531,50,1845814,1
34203.523967,3,1159,143,1845975,1
34203.525574,3,1495,45,1846025,-1
34203.526417,1,1532,140,1845614,1
34203.529923,3,1132,179,1846002,-1
34203.533098,1,1533,330,1846070,-1
34203.533258,1,1534,40,1845871,1
34203.533917,1,1535,60,1845819,-1
34203.536515,3,1327,153,1845960,1
34203.539344,1,1536,220,1845765,-1
34203.543292,1,1537,20,1845872,-1
34203.546007,3,1119,147,1845950,-1
34203.547002,3,1409,48,1845882,-1
34203.547827,1,1538,120,1846330,-1
34203.549573,1,1539,150,1846128,-1
34203.551683,1,1540,390,1845982,1
34203.552438,1,1541,140,1846067,-1
34203.552445,1,1542,70,1845680,1
34203.553937,1,1543,160,1845831,1
34203.556174,1,1544,280,1845699,1
34203.559342,1,1545,400,1846072,-1
34203.563088,3,1541,177,1846143,-1
34203.564514,3,1360,117,1846068,-1
34203.566012,1,1546,250,1845810,1
34203.569852,3,1158,23,1846178,1
34203.571561,1,1547,120,1846342,-1
34203.573204,1,1548,300,1845876,1
34203.573574,1,1549,400,1846518,-1
34203.575575,3,1247,99,1846218,1
34203.577923,1,1550,250,1846362,-1
34203.577928,1,1551,140,1846129,1
34203.579839,1,1552,180,1846724,-1
34203.583429,1,1553,70,1845947,1
34203.584340,1,1554,60,1846466,1
34203.584833,1,1555,210,1846600,-1
34203.587684,1,1556,250,1846531,-1
34203.588532,1,1557,50,1845915,1
34203.590111,1,1558,30,1846218,1
34203.590470,1,1559,390,1846844,-1
34203.590860,1,1560,210,1846438,1
34203.591271,1,1561,400,1846698,1
34203.593667,1,1562,270,1846878,-1
34203.595295,1,1563,330,1846232,1
34203.597681,1,1564,160,1846455,-1
34203.598121,1,1565,130,1846348,1
34203.601027,3,1473,131,1846465,-1
34203.601978,1,1566,70,1846355,1
34203.605554,1,1567,370,1846615,1
34203.608383,3,1564,175,1846454,-1
34203.612048,1,1568,320,1846717,-1
34203.613019,1,1569,70,1846658,-1
34203.615344,1,1570,370,1846726,-1
34203.616423,1,1571,100,1846429,-1
34203.617096,1,1572,280,1846073,1
34203.619826,1,1573,120,1846211,1
34203.620766,1,1574,360,1846391,1
34203.622328,1,1575,340,1846658,-1
34203.624589,1,1576,110,1846342,1
34203.625725,1,1577,280,1846421,1
34203.627086,1,1578,370,1846724,-1
34203.628104,3,1562,80,1846654,-1
34203.629824,1,1579,400,1846472,1
34203.633253,1,1580,170,1846891,1
34203.636170,1,1581,260,1846960,-1
34203.638095,1,1582,170,1846573,1
34203.639739,1,1583,280,1847030,-1
34203.641496,1,1584,400,1846671,-1
34203.645330,1,1585,390,1846164,1
34203.646895,1,1586,370,1846238,-1
34203.649415,3,1355,46,1846492,-1
34203.652285,1,1587,390,1846612,1
34203.652851,1,1588,370,1846805,-1
34203.656486,1,1589,140,1845967,1
34203.658757,1,1590,220,1846298,1
34203.661654,1,1591,180,1846369,1
34203.663356,1,1592,300,1846448,-1
34203.667207,1,1593,370,1846532,1
34203.667304,1,1594,160,1846729,-1
34203.667420,1,1595,340,1846061,1
34203.667663,1,1596,140,1846838,-1
34203.670469,3,1180,132,1846457,1
34203.673767,1,1597,140,1846508,1
34203.677343,1,1598,10,1846052,1
34203.680803,3,1539,63,1846386,-1
34203.684478,1,1599,350,1846135,1
34203.686816,1,1600,320,1846112,1
34203.688448,1,1601,350,1846324,-1
34203.689983,1,1602,180,1846494,1
34203.693147,1,1603,270,1846501,-1
34203.694337,1,1604,350,1846121,1
34203.696713,1,1605,390,1846097,1
34203.698605,1,1606,230,1846640,-1
34203.701026,1,1607,240,1845961,1
34203.701235,1,1608,70,1846096,1
34203.702846,1,1609,320,1846389,-1
34203.706318,1,1610,60,1845978,1
34203.707383,1,1611,180,1846577,-1
34203.711110,1,1612,70,1846288,-1
34203.713343,1,1613,140,1846637,-1
34203.716889,1,1614,270,1846569,-1
34203.719965,1,1615,100,1846468,1
34203.719995,1,1616,390,1846455,1
34203.722371,1,1617,230,1846785,-1
34203.725777,3,1405,20,1846422,-1
34203.729052,1,1618,40,1846110,1
34203.732602,1,1619,40,1846165,1
34203.732741,1,1620,90,1846023,1
34203.734748,1,1621,10,1846282,1
34203.738140,1,1622,90,1846567,1
34203.739974,3,1557,24,1846456,1
34203.740718,1,1623,350,1846893,-1
34203.742277,1,1624,70,1846847,-1
34203.744067,1,1625,40,1846293,-1
34203.744276,1,1626,330,1846255,1
34203.746070,1,1627,270,1846609,1
34203.746940,3,1540,76,1846532,1
34203.750601,1,1628,320,1846292,-1
34203.753470,1,1629,180,1846351,1
34203.756846,1,1630,220,1846818,-1
34203.756847,1,1631,340,1846913,-1
34203.758110,1,1632,100,1846729,-1
34203.759593,1,1633,100,1846284,1
34203.762271,1,1634,270,1846964,-1
34203.764323,1,1635,380,1846443,-1
34203.764381,1,1636,40,1846404,-1
34203.766514,1,1637,120,1846006,1
34203.767325,1,1638,160,1846364,-1
34203.767372,1,1639,20,1846612,1
34203.769800,1,1640,320,1846877,-1
34203.773273,1,1641,50,1846608,-1
34203.774388,1,1642,180,1846402,1
34203.777718,1,1643,390,1846866,-1
34203.781272,3,1391,187,1846580,1
34203.784187,1,1644,160,1846904,-1
34203.786043,1,1645,400,1846339,1
34203.786175,1,1646,90,1846654,1
34203.789715,1,1647,380,1846495,-1
34203.790367,1,1648,210,1846878,-1
34203.791057,1,1649,230,1846659,1
34203.791170,3,1456,50,1846680,-1
34203.793434,1,1650,40,1846582,-1
34203.793821,1,1651,90,1846369,1
34203.796207,1,1652,330,1846890,-1
34203.798933,1,1653,90,1846996,-1
34203.802794,3,1375,16,1846918,-1
34203.804670,1,1654,370,1846912,1
34203.805190,1,1655,340,1847283,-1
34203.809122,1,1656,110,1847087,1
34203.812606,1,1657,150,1846756,-1
34203.812620,1,1658,300,1847149,-1
34203.814070,1,1659,50,1846367,1
34203.817709,1,1660,240,1846586,1
34203.819142,1,1661,340,1846768,1
34203.819436,1,1662,130,1846897,-1
34203.823208,1,1663,160,1846492,1
34203.826101,1,1664,170,1847104,1
34203.826101,1,1665,320,1846671,-1
34203.827639,1,1666,180,1846822,-1
34203.831607,1,1667,390,1847115,-1
34203.832612,1,1668,160,1846935,-1
34203.835301,1,1669,390,1846798,1
34203.835496,3,1568,96,1846736,-1
34203.838361,1,1670,190,1847056,-1
34203.841628,1,1671,190,1846907,1
34203.844270,1,1672,180,1847075,-1
34203.845277,1,1673,180,1846847,1
34203.847447,1,1674,140,1846615,1
34203.849668,1,1675,150,1846331,1
34203.849804,1,1676,110,1846640,-1
34203.850629,3,1317,46,1846711,1
34203.851180,1,1677,250,1846879,1
34203.853826,1,1678,60,1846419,1
34203.856531,1,1679,250,1847197,-1
34203.860383,1,1680,230,1846521,-1
34203.863648,1,1681,100,1847064,-1
34203.865182,1,1682,400,1846774,1
34203.865860,1,1683,270,1846852,1
34203.867647,1,1684,50,1847105,-1
34203.870422,1,1685,310,1846588,1
34203.870519,1,1686,400,1846458,1
34203.871259,1,1687,380,1846668,-1
34203.871879,1,1688,260,1846171,1
34203.874889,1,1689,280,1847021,-1
34203.877835,1,1690,70,1846754,-1
34203.879565,1,1691,170,1846661,-1
34203.881451,1,1692,380,1846664,-1
34203.885197,3,1621,103,1846571,-1
34203.885686,1,1693,40,1846457,-1
34203.885774,3,1531,189,1846727,-1
34203.888310,1,1694,140,1846717,1
34203.889586,1,1695,310,1846418,1
34203.893055,1,1696,50,1846279,1
34203.895850,1,1697,370,1846509,1
34203.896693,3,1575,112,1846649,-1
34203.899936,1,1698,330,1847007,-1
34203.901816,1,1699,40,1846655,1
34203.902957,1,1700,230,1846846,-1
34203.904367,3,1378,85,1846716,1
34203.905194,1,1701,10,1846947,-1
34203.907869,1,1702,110,1846547,1
34203.909116,1,1703,260,1846810,1
34203.912091,3,1282,59,1846688,-1
34203.914462,1,1704,280,1846866,-1
34203.914966,3,1640,146,1846810,-1
34203.917086,1,1705,290,1846794,-1
34203.920258,1,1706,290,1846401,1
34203.922587,1,1707,40,1846948,1
34203.925429,1,1708,260,1846609,-1
34203.927531,1,1709,370,1846637,-1
34203.930969,1,1710,50,1846936,-1
34203.933109,1,1711,70,1846997,-1
34203.936674,1,1712,190,1846749,-1
34203.937649,3,1684,191,1846887,-1
34203.941440,1,1713,230,1847037,1
34203.941772,1,1714,350,1846405,1
34203.943246,1,1715,140,1846489,1
34203.944573,3,1602,197,1846796,1
34203.946603,1,1716,210,1846997,1
34203.947421,1,1717,90,1847117,1
34203.949193,1,1718,120,1847167,1
34203.950179,1,1719,50,1846697,1
34203.953098,1,1720,400,1846495,1
34203.953537,1,1721,360,1846674,-1
34203.956908,1,1722,110,1846675,1
34203.960789,3,1613,111,1846950,1
34203.963183,1,1723,230,1846822,1
34203.965910,1,1724,50,1846788,-1
34203.966646,3,1322,150,1846957,1
34203.970544,3,1714,99,1847037,1
34203.971789,1,1725,310,1847070,-1
34203.973303,1,1726,50,1847169,-1
34203.973405,1,1727,40,1846788,-1
34203.976892,1,1728,320,1846876,1
34203.977228,1,1729,120,1847342,-1
34203.979050,1,1730,150,1847146,-1
34203.982727,1,1731,180,1846937,-1
34203.985453,1,1732,380,1846962,-1
34203.989064,3,1470,100,1847113,1
34203.991590,3,1556,85,1847178,1
34203.994788,1,1733,230,1846939,1
34203.996677,1,1734,100,1847325,1
34203.997427,1,1735,50,1847365,1
34203.997592,1,1736,120,1847226,-1
34203.999472,1,1737,140,1847104,-1
34204.003084,1,1738,170,1847396,-1
34204.003568,1,1739,70,1847340,-1
34204.005094,1,1740,270,1847268,1
34204.007249,1,1741,30,1847216,-1
34204.008860,3,1707,19,1847247,-1
34204.009288,1,1742,180,1847119,1
34204.010888,3,1433,132,1847248,1
34204.011419,1,1743,150,1847057,1
34204.012536,1,1744,390,1846851,1
34204.014114,1,1745,300,1847469,1
34204.017304,1,1746,320,1847697,-1
34204.020544,1,1747,250,1847395,1
34204.023745,1,1748,20,1847434,-1
34204.025887,3,1668,199,1847187,-1
34204.029296,1,1749,140,1847338,1
34204.031248,1,1750,130,1846963,-1
34204.032242,1,1751,320,1846965,-1
34204.032807,1,1752,370,1846777,1
34204.036413,1,1753,40,1847287,-1
34204.036508,3,1647,140,1847052,-1
34204.039558,1,1754,360,1847122,1
34204.039824,1,1755,350,1847495,-1
34204.043796,1,1756,80,1846946,-1
34204.045172,1,1757,300,1846845,-1
34204.046526,3,1392,70,1846934,-1
34204.050387,1,1758,290,1847027,-1
34204.053814,1,1759,330,1846593,1
34204.057283,1,1760,400,1847429,-1
34204.058726,1,1761,140,1846916,1
34204.058935,1,1762,360,1847159,1
34204.062636,3,1630,98,1847088,-1
34204.063445,1,1763,400,1846830,1
34204.066085,1,1764,60,1846516,1
34204.069299,1,1765,330,1847202,-1
34204.072817,1,1766,290,1846896,-1
34204.075895,1,1767,10,1846906,1
34204.077727,1,1768,200,1846770,-1
34204.079392,1,1769,120,1847428,-1
34204.082719,1,1770,400,1847029,1
34204.084890,1,1771,290,1847086,-1
34204.088360,1,1772,120,1847472,-1
34204.088477,1,1773,210,1847261,1
34204.090800,1,1774,240,1847176,-1
34204.091654,1,1775,210,1847402,-1
34204.093398,1,1776,70,1847270,-1
34204.094051,1,1777,290,1847161,1
34204.095885,1,1778,360,1846852,-1
34204.098003,3,1713,48,1847085,-1
34204.100556,1,1779,60,1846964,1
34204.103013,1,1780,120,1847235,-1
34204.105709,3,1524,78,1847130,1
34204.108230,1,1781,300,1847260,1
34204.111564,3,1537,10,1847030,-1
34204.112373,1,1782,320,1846869,-1
34204.112676,1,1783,140,1847030,-1
34204.113289,1,1784,240,1846632,1
34204.116279,1,1785,110,1846842,1
34204.119624,1,1786,360,1847101,-1
34204.120911,1,1787,180,1846698,1
34204.122397,1,1788,200,1846864,1
34204.122485,1,1789,190,1846799,1
34204.123925,1,1790,390,1846873,1
34204.125039,3,1650,87,1847028,-1
34204.126264,1,1791,200,1846782,-1
34204.129939,1,1792,350,1846767,-1
34204.131727,1,1793,160,1847246,-1
34204.133539,1,1794,70,1846745,1
34204.134749,1,1795,350,1847091,-1
34204.135133,1,1796,90,1846865,1
34204.137422,1,1797,190,1847064,-1
34204.139957,1,1798,230,1847006,-1
34204.143878,1,1799,20,1847223,-1
34204.144584,1,1800,170,1846591,1
34204.144659,1,1801,30,1846966,1
34204.145469,1,1802,300,1847124,-1
34204.149412,1,1803,210,1846963,-1
34204.152912,1,1804,370,1846909,1
34204.155496,1,1805,120,1846846,1
34204.157887,3,1408,193,1846627,1
34204.158092,1,1806,250,1846582,1
34204.158909,3,1629,48,1846644,-1
34204.159297,1,1807,60,1846495,1
34204.159926,1,1808,400,1846591,1
34204.161330,3,1641,77,1846613,-1
34204.164039,3,1793,84,1846533,-1
34204.167504,1,1809,270,1846612,1
34204.169575,1,1810,230,1846685,-1
34204.172681,1,1811,320,1846663,1
34204.176601,1,1812,10,1846802,-1
34204.179881,1,1813,290,1846878,-1
34204.183479,1,1814,330,1846663,-1
34204.186680,1,1815,50,1846673,-1
34204.189705,1,1816,80,1847123,-1
34204.190758,1,1817,300,1847179,-1
34204.192553,3,1594,167,1846879,1
34204.196433,1,1818,60,1847129,1
34204.197459,1,1819,20,1846970,-1
34204.200364,1,1820,340,1846873,-1
34204.203372,1,1821,120,1846969,-1
34204.206094,1,1822,240,1846940,1
34204.208358,1,1823,270,1846794,-1
34204.208433,1,1824,180,1846989,1
34204.211454,1,1825,220,1847055,-1
34204.214034,1,1826,40,1846650,1
34204.216971,1,1827,90,1846832,1
34204.220340,1,1828,210,1846478,1
34204.220654,1,1829,180,1846858,-1
34204.224409,1,1830,340,1846712,1
34204.225198,1,1831,260,1846749,1
34204.225740,1,1832,260,1847053,-1
34204.226673,1,1833,370,1846740,1
34204.227265,1,1834,270,1847022,-1
34204.227757,1,1835,140,1847295,-1
34204.230200,1,1836,120,1846657,-1
34204.232074,1,1837,370,1846395,1
34204.234312,1,1838,280,1846631,-1
34204.236856,1,1839,330,1846783,-1
34204.240189,1,1840,100,1846244,1
34204.242943,3,1644,93,1846519,-1
34204.246245,1,1841,390,1846544,1
34204.248375,1,1842,340,1846732,-1
34204.250441,1,1843,150,1846050,1
34204.252313,1,1844,380,1846786,-1
34204.253804,1,1845,270,1845973,1
34204.256885,1,1846,200,1846236,-1
34204.259293,1,1847,50,1846719,-1
34204.262200,3,1843,161,1846287,1
34204.264957,1,1848,170,1846157,-1
34204.266823,1,1849,160,1845989,1
34204.269012,1,1850,90,1846137,1
34204.271659,1,1851,220,1846377,1
34204.271839,1,1852,30,1846360,1
34204.273218,1,1853,390,1846292,1
34204.274844,1,1854,240,1845822,1
34204.276287,3,1652,135,1846123,-1
34204.278402,1,1855,180,1846221,1
34204.278925,1,1856,200,1845818,1
34204.279612,1,1857,70,1846303,-1
34204.283403,1,1858,300,1846280,-1
34204.284873,1,1859,400,1846394,-1
34204.286968,3,1816,55,1845949,1
34204.288724,1,1860,90,1845864,1
34204.291989,1,1861,270,1845862,-1
34204.295072,1,1862,70,1846033,-1
34204.298340,1,1863,240,1845872,1
34204.300063,1,1864,100,1845736,1
34204.303382,3,1813,19,1846020,1
34204.305723,1,1865,350,1846369,-1
34204.308063,1,1866,380,1845831,1
34204.309708,1,1867,370,1846006,1
34204.312081,1,1868,270,1845943,1
34204.312855,1,1869,80,1846499,-1
34204.315364,1,1870,140,1846040,-1
34204.316901,1,1871,20,1846367,-1
34204.320799,1,1872,30,1846166,-1
34204.321305,1,1873,230,1845529,1
34204.325282,1,1874,290,1845764,-1
34204.325616,1,1875,20,1845706,1
34204.328391,1,1876,350,1845534,1
34204.328454,1,1877,150,1845539,1
34204.330244,1,1878,180,1845713,1
34204.331137,3,1682,111,1845801,-1
34204.332856,3,1505,159,1845732,1
34204.333050,1,1879,60,1845331,1
34204.334197,1,1880,170,1845420,1
34204.335342,1,1881,150,1845920,-1
34204.339168,1,1882,220,1846139,-1
34204.342144,1,1883,130,1846018,-1
34204.345422,3,1591,73,1845864,-1
34204.346961,1,1884,240,1845501,1
34204.348515,3,1608,21,1845954,1
34204.350350,1,1885,270,1846365,-1
34204.352874,1,1886,270,1846105,-1
34204.356772,1,1887,280,1845985,-1
34204.358767,1,1888,360,1845995,1
34204.361999,1,1889,390,1845675,1
34204.363957,1,1890,180,1845707,1
34204.365523,1,1891,230,1846267,-1
34204.366242,3,1694,86,1845845,-1
34204.366711,1,1892,240,1846040,1
34204.368335,1,1893,70,1845956,1
34204.372285,1,1894,140,1845761,-1
34204.375657,1,1895,220,1846188,1
34204.375806,1,1896,160,1845775,1
34204.379589,1,1897,290,1845837,1
34204.381252,1,1898,400,1845645,1
34204.381277,1,1899,330,1845691,1
34204.384986,1,1900,320,1846095,-1
34204.385884,1,1901,280,1845975,1
34204.386131,1,1902,370,1846124,-1
34204.389865,3,1494,19,1846098,-1
34204.392355,1,1903,220,1846222,-1
34204.394315,1,1904,330,1845635,1
34204.398174,1,1905,290,1845684,1
34204.400293,1,1906,260,1846089,1
34204.403087,1,1907,220,1845817,1
34204.403593,1,1908,120,1846193,-1
34204.404222,1,1909,120,1845936,1
34204.406968,1,1910,10,1845799,-1
34204.408578,1,1911,160,1845878,1
34204.409937,1,1912,10,1846255,-1
34204.410797,1,1913,180,1846096,-1
34204.413534,1,1914,270,1845672,1
34204.417448,1,1915,210,1845697,1
34204.417603,1,1916,250,1846260,-1
34204.418356,1,1917,60,1845982,-1
34204.422192,1,1918,60,1845849,-1
34204.424225,1,1919,190,1845791,-1
34204.425059,1,1920,380,1845740,1
34204.427915,1,1921,310,1846144,-1
34204.431140,1,1922,150,1846143,-1
34204.434707,1,1923,240,1845822,-1
34204.437419,1,1924,360,1845872,1
34204.437503,3,1674,80,1846002,-1
34204.439498,1,1925,60,1846187,-1
34204.441593,1,1926,100,1845726,1
34204.444508,1,1927,240,1846277,-1
34204.444574,1,1928,50,1846198,-1
34204.445482,1,1929,70,1846067,-1
34204.448886,3,1605,95,1845775,-1
34204.449635,1,1930,90,1846057,-1
34204.451058,1,1931,260,1846181,-1
34204.454686,1,1932,280,1846055,-1
34204.455723,1,1933,60,1846000,-1
34204.456456,1,1934,190,1845309,1
34204.457167,1,1935,280,1845844,1
34204.461165,1,1936,220,1845925,-1
34204.465014,1,1937,240,1845625,1
34204.465176,1,1938,160,1846110,-1
34204.465855,1,1939,390,1845723,-1
34204.467184,1,1940,370,1845606,1
34204.467841,1,1941,60,1845423,1
34204.468766,1,1942,30,1846168,-1
